city,tmpd,dptp,date,pm25tmean2,pm10tmean2,o3tmean2,no2tmean2
chic,77.5,64,6/26/1989,,89,32.41071429,34.56136775
chic,70.5,64.75,6/27/1989,,51.42857143,21.06495859,38.83181289
chic,64.5,46.25,6/28/1989,,33,20.59375,22.97233496
chic,61,48.625,6/29/1989,,28,23.0620471,19.69214221
chic,65.5,52.125,6/30/1989,,,32.85416667,39.77083333
chic,72.5,54.5,7/1/1989,,,52.17542017,43.46354167
chic,73.5,66.25,7/2/1989,,65,47.36507937,32.29166667
chic,74,59,7/3/1989,,57.28571429,40.62694932,29.60495924
chic,75,50.5,7/4/1989,,,35.19907407,23.81547619
chic,75.5,62.125,7/5/1989,,59,40.40740741,24.89686147
chic,79,63.25,7/6/1989,,85,48.02777778,43.8984375
chic,78.5,53.5,7/7/1989,,56,32.73015873,30.46428571
chic,75,65.625,7/8/1989,,50,33.44444444,31.01190476
chic,83,68.25,7/9/1989,,57.75,51.62037037,17.5
chic,86.5,61.375,7/10/1989,,43,46.59722222,21.52083333
chic,76,64.5,7/11/1989,,,28.14814815,29.72831633
chic,71,62.125,7/12/1989,,,26.32407407,23.80279503
chic,69,50.125,7/13/1989,,21,27.07407407,19.02960058
chic,68,45.625,7/14/1989,,12,23.05535427,19.07142857
chic,71,49.625,7/15/1989,,30,25.70833333,22.82738095
chic,72.5,48.875,7/16/1989,,32,36.14191729,25.35714286
chic,71,54.875,7/17/1989,,68,28.66071429,49.43509615
chic,70,60.75,7/18/1989,,56,36.15993266,35.93311404
chic,67.5,65.125,7/19/1989,,47,39.13991363,23.27044219
chic,67.5,61.375,7/20/1989,,26,31.49074074,12.90993495
chic,69,64.375,7/21/1989,,41.5,33.2037037,22
chic,74,63.75,7/22/1989,,39,36.46296296,26.234375
chic,74.5,65.125,7/23/1989,,54,38.38425926,28.2578125
chic,77,68.75,7/24/1989,,77,43.40096618,34.94270833
chic,78.5,73.875,7/25/1989,,55,39.77083333,47.69063237
chic,79.5,72.375,7/26/1989,,61,20.70493659,34.765625
chic,82.5,66.75,7/27/1989,,43,33.2653894,22.01469862
chic,67.5,57.5,7/28/1989,,37.5,30.74479167,13.87723214
chic,69,67,7/29/1989,,29,41.859375,22.30208333
chic,71.5,61,7/30/1989,,46,44.91145833,11.15798611
chic,71,60.5,7/31/1989,,69,57.30729167,22.44010417
chic,72.5,60.125,8/1/1989,,48,51.72395833,33.77962368
chic,74,66.625,8/2/1989,,74.625,35.421875,44.78125
chic,79.5,72.625,8/3/1989,,52,27.765625,24.54483696
chic,81,77,8/4/1989,,64,29.99482066,19.41145833
chic,77,66,8/5/1989,,38,38.125,20.6
chic,63,48.75,8/6/1989,,25,21.73611111,16.18154762
chic,62,50.25,8/7/1989,,29,23.33928571,24.75
chic,65,57.125,8/8/1989,,50.5,16.72619048,27.06785714
chic,70.5,58.75,8/9/1989,,47,21.58035714,39.66995018
chic,72.5,62.375,8/10/1989,,50,27.44901316,41.19327652
chic,70.5,62.25,8/11/1989,,96,31.1191878,55.9052152
chic,72,60,8/12/1989,,86,28.30729167,44.25520833
chic,71,62.5,8/13/1989,,53,35.26041667,32.13020833
chic,71,63.25,8/14/1989,,58.375,22.92379386,32.13095238
chic,69,61.625,8/15/1989,,18,20.87405303,21.21319444
chic,66.5,56.625,8/16/1989,,,24.06676136,24.4390625
chic,66,55.875,8/17/1989,,34,24.63903986,24.46145833
chic,66.5,53.875,8/18/1989,,,26.86303936,25.55208333
chic,67.5,60.875,8/19/1989,,,36.12673611,27.57291667
chic,74.5,61.125,8/20/1989,,37.57142857,30.38636364,14.4375
chic,74,65.5,8/21/1989,,59,27.875,32.08475379
chic,77.5,72.125,8/22/1989,,31,18.90511775,25.19623741
chic,70.5,63,8/23/1989,,25,28.10511364,19.04048296
chic,70,61.5,8/24/1989,,37,32.02916667,14.97632576
chic,70,58.25,8/25/1989,,,31.78367918,20.43229167
chic,71.5,66.125,8/26/1989,,49.28571429,33.20833333,37.7985322
chic,74.5,69.25,8/27/1989,,50,35.80729167,30.45052083
chic,77,70.75,8/28/1989,,49,20.11979167,28.63715278
chic,75,60.75,8/29/1989,,50,16.734375,22.37594697
chic,70.5,58.875,8/30/1989,,54,20.86458333,30.90104167
chic,72.5,67.625,8/31/1989,,35,19.18229167,31.48809524
chic,71,61.875,9/1/1989,,21.875,26.92708333,18.18450764
chic,64,50.5,9/2/1989,,15,24.08854167,14.82291667
chic,65,53.5,9/3/1989,,23,22.49479167,20.75520833
chic,68,62.25,9/4/1989,,37,28.71875,21.9765625
chic,70,66.625,9/5/1989,,,25.890625,39.23663949
chic,71.5,69.875,9/6/1989,,43,15.453125,30.39630682
chic,74.5,71.75,9/7/1989,,57.14285714,19.68093297,34.24721791
chic,76.5,69,9/8/1989,,38,17.54166667,29.09801136
chic,68,60.5,9/9/1989,,,19.125,16.375
chic,63,51.25,9/10/1989,,23,16.72916667,14.4296875
chic,65,57.125,9/11/1989,,40,16.4375,31.2092803
chic,60.5,45.625,9/12/1989,,32,18.86670372,21.20870389
chic,56.5,50.5,9/13/1989,,14,20.55344203,19.21795743
chic,58,51.375,9/14/1989,,15,21.69270833,16.7734375
chic,57.5,49.125,9/15/1989,,,23.65767046,22.67495265
chic,59.5,51.875,9/16/1989,,33,22.828125,28.16927083
chic,63.5,54.125,9/17/1989,,51,26.82738095,33.03645833
chic,65,55.75,9/18/1989,,49,31.74234694,44.81564066
chic,65,55.5,9/19/1989,,47.5,23.70508658,41.9350329
chic,65.5,56.875,9/20/1989,,61,27.36458333,43.97537879
chic,66,58,9/21/1989,,76,25.39583333,46.40826746
chic,61.5,44.75,9/22/1989,,115,25.19791667,31.97263258
chic,45.5,31.625,9/23/1989,,35,17.0625,13.3515625
chic,48,36.75,9/24/1989,,24,12.85416667,24.0952381
chic,54.5,43.125,9/25/1989,,46.625,15.8125,31.52326252
chic,51.5,39.625,9/26/1989,,24,19.51041667,16.69259511
chic,51,38.75,9/27/1989,,41,16.98958333,33.28162879
chic,58,39.5,9/28/1989,,53,16.40466486,36.62797619
chic,59.5,47.625,9/29/1989,,37,19.13020833,26.140625
chic,60,52.625,9/30/1989,,45,25.3452381,34.0625
chic,65.5,59.625,10/1/1989,,51.71428571,19.35119048,31.11979167
chic,56.5,38.75,10/2/1989,,54.5,8.203125,15.07083333
chic,44.5,24.875,10/3/1989,,41.5,12.203125,22.48088121
chic,47,29.375,10/4/1989,,69,10.5999053,33.34583333
chic,52.5,55.25,10/5/1989,,46,5.892507003,35.33854167
chic,51.5,36,10/6/1989,,25,11.69952652,19.67888258
chic,45,33.375,10/7/1989,,23.85714286,11.4375,20.40625
chic,44,32.375,10/8/1989,,22.5,14.359375,21.1953125
chic,45.5,37.375,10/9/1989,,,14.42708333,28.11979167
chic,51,39.625,10/10/1989,,39,12.63020833,23.85986025
chic,59,39.625,10/11/1989,,52,18.73958333,27.953125
chic,61,47.125,10/12/1989,,58,18.47916667,32.62168561
chic,62.5,45.75,10/13/1989,,91.875,11.04166667,59.515625
chic,69.5,55.625,10/14/1989,,62,23.79166667,48.359375
chic,70.5,53.5,10/15/1989,,47.5,29.13541667,26.22395833
chic,58.5,44.125,10/16/1989,,27,19.53571429,15.9086586
chic,43,31.625,10/17/1989,,9.5,17.70075758,13.03032362
chic,36,29.875,10/18/1989,,13.5,23.42857143,15.98484849
chic,36,33,10/19/1989,,9.375,21.13716356,15.04917184
chic,37,34.25,10/20/1989,,19,9.051501035,23.91873706
chic,46,37,10/21/1989,,29,11.73214286,24.62797619
chic,48,38.75,10/22/1989,,20.5,10.875,34.70833333
chic,58.5,54.5,10/23/1989,,40,10.03571429,45.35714286
chic,64,57.875,10/24/1989,,47.5,11.78577899,43.15644562
chic,65.5,55.75,10/25/1989,,52.625,15.41666667,42.88450163
chic,62.5,50.125,10/26/1989,,64,18.55641822,50.67099567
chic,62.5,42.875,10/27/1989,,66.5,18.05357143,56.23007246
chic,63.5,41.5,10/28/1989,,52.5,19.19642857,45.80208333
chic,64.5,49.875,10/29/1989,,44.5,25.56547619,35.97916667
chic,65,52.5,10/30/1989,,42,19.18452381,30.53125
chic,45.5,31.125,10/31/1989,,24,4.75,16.7157444
chic,43,34.75,11/1/1989,,32,5.375,26.61789773
chic,35,24.125,11/2/1989,,25,8.833333333,17.28111413
chic,31,25.75,11/3/1989,,27,5.958333333,24.20028409
chic,46.5,29.75,11/4/1989,,27.5,8.291666667,20.97395833
chic,54,50,11/5/1989,,35.5,18.83333333,18.16145833
chic,45.5,37.75,11/6/1989,,26.25,6.391304348,17.19648251
chic,45.5,39.625,11/7/1989,,28,7.541666667,25.0233978
chic,45,35,11/8/1989,,26,5.916666667,21.00530303
chic,39.5,35.5,11/9/1989,,20,8.458333333,15.60748106
chic,38,28.125,11/10/1989,,25,7.958333333,12.92559524
chic,46.5,30.125,11/11/1989,,28,6.083333333,18.30555556
chic,38.5,30.375,11/12/1989,,19,9.583333333,18.76875
chic,59,53,11/13/1989,,,22.83333333,24.98129117
chic,54,45,11/14/1989,,26.5,7.833333333,17.03041912
chic,40.5,32.875,11/15/1989,,15,3.444444444,14.9528628
chic,26,11.375,11/16/1989,,11,15.625,13.01230914
chic,24.5,19.75,11/17/1989,,34.5,9.833333333,15.43987772
chic,21,11.75,11/18/1989,,21.57142857,10.22916667,15.73809524
chic,37,30,11/19/1989,,25.5,9.958333333,21.02678571
chic,45.5,19.5,11/20/1989,,43.5,12.4375,16.00595238
chic,30,19.625,11/21/1989,,29,18.66666667,22.29420319
chic,26.5,21.25,11/22/1989,,24,10.16666667,29.41022904
chic,18.5,16.875,11/23/1989,,29,10.25,20.70572917
chic,27.5,24.375,11/24/1989,,29.28571429,6.625,24.79166667
chic,44,35,11/25/1989,,31.5,6.375,21.57291667
chic,38.5,29,11/26/1989,,23,4.666666667,30.875
chic,51,42.375,11/27/1989,,,6.791666667,23.86584498
chic,28.5,12.625,11/28/1989,,25.5,19,15.46122159
chic,20.5,14.75,11/29/1989,,20,9.125,19.62926136
chic,34,25.125,11/30/1989,,32.5,6.083333333,25.41234102
chic,38,28,12/1/1989,,49,5.375,31.76785714
chic,29,9,12/2/1989,,52,16.125,12.375
chic,20,5,12/3/1989,,14,20.25,14.38541667
chic,33.5,24.625,12/4/1989,,31,5.041666667,21.08806818
chic,39.5,31.875,12/5/1989,,38,2.333333333,26.70833333
chic,29,7.25,12/6/1989,,24.25,13.66666667,19.15853508
chic,17,2.625,12/7/1989,,32,16.79166667,25.82155797
chic,21.5,13.625,12/8/1989,,37.5,17.54166667,31.16765481
chic,28.5,19.625,12/9/1989,,30.5,5.208333333,29.04166667
chic,31,22.875,12/10/1989,,26,13.25,16.921875
chic,19.5,6.5,12/11/1989,,35,11.54166667,24.66825181
chic,11,0.5,12/12/1989,,38.71428571,8.291666667,27.79450758
chic,13,14.375,12/13/1989,,43,6.291666667,34.15783515
chic,8,-6.875,12/14/1989,,34,5.458333333,24.20522774
chic,3.5,2.625,12/15/1989,,45.5,8.875,26.696875
chic,2.5,-4.5,12/16/1989,,33,7.958333333,25.70833333
chic,9.5,2.625,12/17/1989,,31,6.333333333,26.18229167
chic,9.5,2.625,12/18/1989,,43.875,6.083333333,29.40625
chic,7.5,-3.625,12/19/1989,,39,9.041666667,30.13284338
chic,0,-2.875,12/20/1989,,22.5,10.5,25.82674572
chic,-6.5,-23,12/21/1989,,49,16.66666667,19.5
chic,-4.5,-11.875,12/22/1989,,49,9.416666667,29.41666667
chic,-1,-9.375,12/23/1989,,38,5.25,30.13541667
chic,5,7.5,12/24/1989,,25.16666667,8.291666667,25.16666667
chic,24.5,26.75,12/25/1989,,,13.20833333,17.90625
chic,12,3.25,12/26/1989,,,15.95833333,22.92108243
chic,20.5,20,12/27/1989,,34,12.25,21.99627976
chic,27,32,12/28/1989,,20,5.583333333,30.91896351
chic,34.5,30.625,12/29/1989,,40,5.75,27.09943182
chic,32.5,32,12/30/1989,,38,2.166666667,27.15625
chic,30.5,24.625,12/31/1989,,42,7.458333333,19.11458333
chic,27.5,19.75,1/1/1990,,,16.41666667,11.33072917
chic,33,28.75,1/2/1990,,,6.541666667,21.51190476
chic,39,39.75,1/3/1990,,37,5.791666667,24.54924242
chic,36,23.5,1/4/1990,,23.5,8.25,22.40435606
chic,29.5,27.625,1/5/1990,,35.14285714,4.458333333,27.15625
chic,30,25,1/6/1990,,42.5,7.916666667,24.54166667
chic,35,30.375,1/7/1990,,27,6.458333333,23.06994048
chic,37,33.625,1/8/1990,,28,6.125,29.55085784
chic,38,31.125,1/9/1990,,30,9.291666667,23.11376463
chic,32.5,29.125,1/10/1990,,28,7.041666667,15.61152627
chic,38,21.625,1/11/1990,,104.625,17.875,12.42447917
chic,26,10.5,1/12/1990,,55,20.08333333,13.19791667
chic,23,18.375,1/13/1990,,18,7.25,19.63541667
chic,36.5,27,1/14/1990,,23,6.125,21.15104167
chic,41,31.125,1/15/1990,,44,4.541666667,31.84895833
chic,47.5,52.125,1/16/1990,,,3.083333333,29.30638587
chic,45,37.125,1/17/1990,,27,12.45833333,19.16757246
chic,32,22.5,1/18/1990,,37,12.04166667,16.60516099
chic,30.5,22.875,1/19/1990,,48,9.958333333,27.61279762
chic,35.5,34,1/20/1990,,31.5,4.791666667,20.73958333
chic,30,27.625,1/21/1990,,16,7.4375,14.37760417
chic,36.5,30.625,1/22/1990,,19.5,5.3125,21.30456398
chic,39.5,38.375,1/23/1990,,34.25,7.791666667,26.34635417
chic,40,31.875,1/24/1990,,18.5,7.791666667,20.29947917
chic,30.5,20,1/25/1990,,22,11.05555556,17.50811688
chic,25.5,27.75,1/26/1990,,30,8.5,27.30952381
chic,37.5,19.5,1/27/1990,,25,17,16.51041667
chic,30.5,18.125,1/28/1990,,27,7.041666667,21.03645833
chic,34,17.5,1/29/1990,,50.125,3.291666667,41.35303904
chic,34.5,21.375,1/30/1990,,28.5,9.086956522,21.58621542
chic,30.5,33.875,1/31/1990,,35,8.458333333,28.28902512
chic,41,31.75,2/1/1990,,32,14.95833333,21.69633152
chic,30,25.875,2/2/1990,,32,20.83333333,17.09997736
chic,33,31,2/3/1990,,25.5,7.875,21.02604167
chic,34,28.5,2/4/1990,,20.875,20.04166667,19.26822917
chic,41.5,36.75,2/5/1990,,24,8.541666667,24.76325758
chic,38.5,36.625,2/6/1990,,31.5,2.5,28.57033991
chic,37,37.25,2/7/1990,,36.5,5.458333333,24.37938597
chic,50,47.625,2/8/1990,,31,21.25,24.596875
chic,41.5,22.375,2/9/1990,,40,17.54166667,21.54166667
chic,32,24.75,2/10/1990,,23.375,12.5,25.890625
chic,28.5,20.125,2/11/1990,,29.5,15.875,24.66666667
chic,38.5,40.375,2/12/1990,,36,7.416666667,28.328125
chic,41,23.5,2/13/1990,,,20.875,17.00071023
chic,27,25,2/14/1990,,14,28.91666667,12.09534201
chic,29.5,29,2/15/1990,,22.5,22.75,16.35307401
chic,27.5,15.625,2/16/1990,,23.5,17.29166667,21.53548593
chic,21,14.75,2/17/1990,,22,16.29166667,26.50694444
chic,32,26.375,2/18/1990,,28,20.16666667,21.5952381
chic,24,6.875,2/19/1990,,30.5,22.29166667,26.69270833
chic,20.5,15.5,2/20/1990,,53,8.476190476,44.85904562
chic,34,30.125,2/21/1990,,30.5,7.125,40.12793561
chic,36,32,2/22/1990,,23,11.91666667,28.3207486
chic,32.5,25.75,2/23/1990,,19,21.04166667,26.71875
chic,21,-2.5,2/24/1990,,75,29.125,11.47135417
chic,11,-2.625,2/25/1990,,23.5,23.5,19.28869048
chic,23,22,2/26/1990,,25,11.375,27.51173223
chic,32.5,14.5,2/27/1990,,34,16.83333333,28.32753556
chic,24.5,12.625,2/28/1990,,31.5,19.66666667,30.24433877
chic,30.5,25.25,3/1/1990,,35,15.45833333,30.64583333
chic,39.5,28.25,3/2/1990,,44,13.66666667,27.99933712
chic,29,9,3/3/1990,,20.5,26.16666667,18.85572917
chic,30.5,22.625,3/4/1990,,33,16.04166667,29.03125
chic,33,26.625,3/5/1990,,24.5,22.04166667,20.69479167
chic,29,13.75,3/6/1990,,28.33333333,32.25,17.00616766
chic,29.5,21.75,3/7/1990,,41.5,24.29166667,26.7843997
chic,40.5,46.625,3/8/1990,,29,8.363636364,31.00585533
chic,46,43.375,3/9/1990,,33,9.958333333,27.46146617
chic,51,45.625,3/10/1990,,36,6.291666667,29.76190476
chic,57.5,61.125,3/11/1990,,26.5,16.70833333,21.83333333
chic,70.5,56.625,3/12/1990,,26.85714286,25.875,16.84036797
chic,67,61.375,3/13/1990,,28.5,11.88888889,24.86312171
chic,65,55.75,3/14/1990,,27,20.83333333,25.15334145
chic,57.5,39.125,3/15/1990,,20.5,23.91666667,22.85416667
chic,51,35.75,3/16/1990,,28,26.625,21.16919643
chic,41,26.25,3/17/1990,,26,31.20833333,9.856770833
chic,36,22.5,3/18/1990,,16.28571429,29.54166667,11.37239583
chic,26.5,11,3/19/1990,,27.5,21.80952381,18.55599937
chic,33,24.5,3/20/1990,,35,14.7979798,31.5624053
chic,47.5,34.5,3/21/1990,,44,20.30208333,31.39515399
chic,45,37.125,3/22/1990,,36,19.06666667,27.21875
chic,31,9.125,3/23/1990,,28,28.72973901,16.14299242
chic,31,15.375,3/24/1990,,25.625,24.61458333,20.203125
chic,34.5,22.375,3/25/1990,,26,22.265625,18.08333333
chic,33,20.5,3/26/1990,,19,22.9702381,22.18183877
chic,35.5,21.375,3/27/1990,,58,13.52867965,42.34895833
chic,41.5,25.75,3/28/1990,,41,16.59233158,41.56770833
chic,41.5,40.375,3/29/1990,,39,13.19047619,27.60416667
chic,41.5,35.75,3/30/1990,,38,19.54498106,24.70534832
chic,41.5,41.5,3/31/1990,,57,17.328125,29.140625
chic,48,43,4/1/1990,,34,14.95833333,27.00297619
chic,38,29.875,4/2/1990,,17.5,16.9702381,15.13214286
chic,41.5,27.25,4/3/1990,,27,21.91666667,23.17137211
chic,43,37,4/4/1990,,46,11.70292208,40.32738095
chic,38,16.625,4/5/1990,,29.625,18.04761905,26.1207483
chic,31,17.125,4/6/1990,,37.5,17.43452381,27.31845238
chic,33.5,16.5,4/7/1990,,23,18.20238095,26.91369048
chic,46,30.375,4/8/1990,,28,21.36309524,31.90476191
chic,51,44.125,4/9/1990,,36,17.65625,32.76889234
chic,41.5,22.25,4/10/1990,,23,20.04761905,23.50802277
chic,36,17.5,4/11/1990,,25.42857143,18.99792961,24.39880952
chic,35,23.625,4/12/1990,,28.5,18.875,28.16824495
chic,41.5,41.625,4/13/1990,,32,16.18452381,33.68055556
chic,48.5,36.375,4/14/1990,,32,21.64285714,23.94444444
chic,48.5,32.75,4/15/1990,,37,24.69642857,22.18055556
chic,48,39.875,4/16/1990,,,21.42546584,31.08333333
chic,39,20.375,4/17/1990,,25.75,26.27820911,21.00219979
chic,41.5,22.125,4/18/1990,,30,21.79684265,34.81277056
chic,49.5,45.75,4/19/1990,,40,18.98026316,31.67045455
chic,56,56.875,4/20/1990,,29.5,7.240965556,32.64994007
chic,55.5,39.125,4/21/1990,,28,17.89880952,26.28571429
chic,55.5,44.75,4/22/1990,,95,24.69047619,43.86904762
chic,65.5,58.375,4/23/1990,,50.125,29.77976191,42.22222222
chic,76.5,56.875,4/24/1990,,41.5,29.375,25.39389234
chic,76.5,61,4/25/1990,,58,25.14880952,26.61201299
chic,75,57,4/26/1990,,53,31.32142857,20.83590956
chic,73.5,56.125,4/27/1990,,61,35.52380952,24.58673469
chic,61,48.75,4/28/1990,,26,24.94642857,17.80059524
chic,58.5,51,4/29/1990,,33.14285714,16.82738095,15.85416667
chic,55,31.25,4/30/1990,,47,15.79166667,21.78354978
chic,52,26,5/1/1990,,55,26.14699793,23.86367165
chic,54,33.625,5/2/1990,,61.5,23.875,34.2515528
chic,51.5,44.5,5/3/1990,,55,22.83333333,28.82971015
chic,46.5,41.625,5/4/1990,,21.5,33.77083333,17.54274892
chic,51,45.125,5/5/1990,,34.125,33.44270833,24.4702381
chic,52.5,44.5,5/6/1990,,26,24.765625,27.65986395
chic,62.5,48.875,5/7/1990,,49,34.38768116,24.44323672
chic,70.5,55.75,5/8/1990,,63,44.73214286,18.60670996
chic,62.5,56.875,5/9/1990,,80,30.6502193,24.55555556
chic,43.5,36.75,5/10/1990,,17,18.38020833,12.69940476
chic,49.5,36.25,5/11/1990,,32.25,24.359375,32.53661616
chic,50.5,48,5/12/1990,,26.5,27.28125,21.8392094
chic,54.5,43,5/13/1990,,33,43.68229167,14.62916667
chic,56.5,59.125,5/14/1990,,27.5,23.47321429,29.57261905
chic,55.5,54,5/15/1990,,51.5,15.54498106,27.20055995
chic,66.5,57.25,5/16/1990,,26.5,24.89109849,21.06388889
chic,56,41.625,5/17/1990,,71,28.25520833,11.22916667
chic,60.5,43.625,5/18/1990,,60,32.12250906,22.15079365
chic,62.5,63,5/19/1990,,25,27.859375,25.68055556
chic,54.5,46.125,5/20/1990,,17,21.11458333,12.55714286
chic,52.5,41.5,5/21/1990,,15,21.11458333,14.21092133
chic,52.5,40.75,5/22/1990,,18.5,22.94248188,23.10606061
chic,57,50.125,5/23/1990,,52.625,22.03894928,38.37858622
chic,61.5,50,5/24/1990,,47,30.9958004,40.01190476
chic,56.5,56.25,5/25/1990,,39,26.41779891,30.13612836
chic,59.5,51.375,5/26/1990,,46.5,39.3120471,19.38690476
chic,63,46,5/27/1990,,41,50.41666667,18.35119048
chic,62.5,44.25,5/28/1990,,28,40.80729167,14.22321429
chic,55,29.375,5/29/1990,,28.875,30.61163949,13.45626294
chic,53.5,33.375,5/30/1990,,41,30.234375,23.73264869
chic,57.5,41.125,5/31/1990,,68,28.59390783,39.10858586
chic,74,65.625,6/1/1990,,59,36.86979167,31.07044939
chic,74.5,55.625,6/2/1990,,85,30.50520833,15.02777778
chic,61,41.5,6/3/1990,,103,25.84300595,7.572312802
chic,53,30.625,6/4/1990,,25.28571429,22.71547678,17.91957055
chic,53,51.375,6/5/1990,,38,14.01126071,34.44951691
chic,69,48.875,6/6/1990,,50,20.37784091,30.36868687
chic,65.5,53.875,6/7/1990,,46.5,23.64441288,32.47569444
chic,70,63.875,6/8/1990,,51,19.43002717,30.6070762
chic,72.5,55,6/9/1990,,33.5,32.38020833,20.13541667
chic,64.5,50.75,6/10/1990,,17.875,31.859375,15.98958333
chic,65.5,55.375,6/11/1990,,41.5,30.40625,32.86805556
chic,78,62.5,6/12/1990,,92,46.62784091,24.6446256
chic,81.5,69,6/13/1990,,60,48.72230114,23.75
chic,71,61.5,6/14/1990,,27,32.26992754,21.80626294
chic,71,57.875,6/15/1990,,40.5,35.69542573,29.45882937
chic,74,68.875,6/16/1990,,54.875,35.36458333,29.69791667
chic,78.5,71.375,6/17/1990,,37.5,41.71875,8.930059524
chic,71,55.875,6/18/1990,,34,33.80095109,12.60486111
chic,63,52.875,6/19/1990,,31.5,19.32863966,20.47826087
chic,69,63.875,6/20/1990,,32,21.52083333,26.15277778
chic,72,62.75,6/21/1990,,41.5,19.43607955,26.90294247
chic,66.5,57.125,6/22/1990,,24.57142857,20.28125,18.97795894
chic,65,54.875,6/23/1990,,28.5,18.97916667,9.333333333
chic,64,45.75,6/24/1990,,27,23.25,18.13541667
chic,69.5,58.5,6/25/1990,,37,23.52083333,30.63284162
chic,75.5,69.375,6/26/1990,,42,29.93382353,29.97450828
chic,74.5,55.625,6/27/1990,,43,30.72916667,32.91256313
chic,72.5,68.125,6/28/1990,,52.375,29.34895833,32.90292874
chic,73.5,69.125,6/29/1990,,21.5,33.53541667,27.32035024
chic,80,70.375,6/30/1990,,40,35.328125,24.38194444
chic,66.5,55.5,7/1/1990,,18,20.71354167,11.25694444
chic,69.5,61.25,7/2/1990,,36,29.02853261,25.82986111
chic,77,71.75,7/3/1990,,51.5,47.40229743,28.62430323
chic,86.5,73.375,7/4/1990,,60.625,52.22916667,12.81678922
chic,73.5,55.25,7/5/1990,,33,29.02604167,17.53238183
chic,63,50.125,7/6/1990,,16,21.26675725,11.82986111
chic,67,57.375,7/7/1990,,28,31.72916667,19.22569444
chic,83.5,70.625,7/8/1990,,53,45.25,14.96180556
chic,81,64,7/9/1990,,38.5,37.36979167,22.283252
chic,70.5,61.625,7/10/1990,,37.5,23.77558877,27.03685897
chic,67,54.875,7/11/1990,,17,28.30729167,15.12851732
chic,66,54.625,7/12/1990,,18,24.4627193,11.50481602
chic,62.5,53.625,7/13/1990,,13,22.97395833,13.71428571
chic,62,58.75,7/14/1990,,28,17.20802696,15.12202381
chic,65,62.125,7/15/1990,,29,16.06770833,22.45833333
chic,70.5,68.5,7/16/1990,,32.25,27.10869565,25.84601449
chic,78,63.75,7/17/1990,,41,41.421875,25.16783126
chic,78.5,67.625,7/18/1990,,47,26.38032822,29.24107143
chic,77.5,68,7/19/1990,,47.5,18.49013158,26.91071429
chic,68,63.25,7/20/1990,,20,19.55208333,22.89799784
chic,69.5,57.875,7/21/1990,,24,23.62425595,21.12202381
chic,68.5,61,7/22/1990,,15.375,29.375,12.03571429
chic,68.5,57.75,7/23/1990,,36.5,20.2110919,26.30325815
chic,69.5,61.5,7/24/1990,,48,18.61979167,34.35748299
chic,72,63,7/25/1990,,37.5,24.88311982,32.57909947
chic,75.5,62.5,7/26/1990,,51,31.26203887,30.90746821
chic,74.5,65.75,7/27/1990,,74,47.54166667,30.03571429
chic,79,70.5,7/28/1990,,87.75,51.08333333,21.33928571
chic,79.5,70.375,7/29/1990,,55,33.15625,13.55952381
chic,69.5,58.125,7/30/1990,,23,18.57589286,10.31624923
chic,62,49.625,7/31/1990,,14.5,18.90557065,11.76681018
chic,63.5,57.625,8/1/1990,,42,23.13095238,22.55706522
chic,69,57.375,8/2/1990,,38,31.16220238,30.43452381
chic,75.5,69.375,8/3/1990,,66,38.26966874,30.56717687
chic,76.5,66,8/4/1990,,19,28.89583333,28.66666667
chic,68.5,57.75,8/5/1990,,13,20.04513889,11.26785714
chic,61,49.625,8/6/1990,,9.5,17.3671875,10.60029762
chic,63.5,54.5,8/7/1990,,38,19.75378788,24.01584725
chic,69,56,8/8/1990,,48.5,21.44901656,36.17911255
chic,69,56.5,8/9/1990,,55.85714286,33.79166667,38.49621212
chic,72,63.625,8/10/1990,,45,38.14583333,42.39583333
chic,73,65.375,8/11/1990,,60.5,48.14583333,21.11458333
chic,68.5,64.25,8/12/1990,,29,31.22916667,22.8125
chic,63,51.375,8/13/1990,,20.5,17.19605655,13.27355211
chic,65.5,62.125,8/14/1990,,26,17.18342391,21.77979596
chic,74.5,66.75,8/15/1990,,54.28571429,28.41071429,20.53869048
chic,73,68.625,8/16/1990,,55,30.96428571,23.19155844
chic,72,71,8/17/1990,,40.5,15.08333333,22.75336439
chic,80.5,75.25,8/18/1990,,25,35.16145833,18.98809524
chic,75.5,68.5,8/19/1990,,18.5,31.4375,7.735119048
chic,71.5,69.375,8/20/1990,,16,12.140625,13.81060606
chic,68,66.25,8/21/1990,,18.5,9.833333333,11.78010977
chic,69,63.25,8/22/1990,,21.5,24.93141822,13.73263889
chic,70.5,64.25,8/23/1990,,39,24.15172101,20.28076965
chic,75,67.125,8/24/1990,,28,25.91802536,28.45138889
chic,76.5,69.75,8/25/1990,,50,29.74977355,25.06944444
chic,78.5,73.25,8/26/1990,,82,42.11904762,18.76645531
chic,82.5,75.875,8/27/1990,,90.28571429,36.30978261,22.99668267
chic,82.5,70.5,8/28/1990,,53.5,33.40476191,22.59583333
chic,75.5,57.875,8/29/1990,,36,29.48638069,21.70747655
chic,69,53.875,8/30/1990,,25.5,40.91666667,30.16666667
chic,70,60.75,8/31/1990,,58,50.63888889,46.19444444
chic,78,69.125,9/1/1990,,64,39.88020833,34.77777778
chic,73,61.25,9/2/1990,,34.16666667,24.24107143,21.4375
